Date,Region,Total_State_Infections,XFG.6,Other,XFG.1.1,PQ.2.8.1,PQ.2.1.6,NB.1.8.1,XFG,XFG.14.1,RV.1,PQ.17,XFZ,XFV,XFG.23.1.3,LF.7,JN.1,XBB.1.5,XFG.1,XFC,XFY,NW.1,LP.8.1,LF.7.9,XDV.1,XEC,JN.1.16.1,JN.1.16,LF.7.7.2,KP.3,KP.1.1.3,KP.3.1.1,PA.1,LF.7.7.1,LB.1.3.1,XEQ,XEK,LF.7.2.1,MC.1,XEC.4,MC.28.1,MC.10.1,KP.2.3,LB.1,KP.2,KS.1,KP.2.15,MC.19,JN.1.11.1,LF.3.1,KP.1.1,LP.1,JN.1.8.1,JN.1.7,JN.1.18.6,JN.1.18,JN.1.32,KW.1.1,KQ.1,KP.1.2,JN.1.4.3,B.1.1.529,KP.4.1,JN.1.13.1,KV.2,BA.2.86,XDP,HV.1,XBB.1.9.1,JG.3,JF.1,JD.1.1,HK.3,GK.1.1,GE.1,EG.5,XBB.2.3,XBB.1.9.2,XBB.1.5.70,XBB.1.16.6,XBB.1.16.15,XBB.1.16.11,XBB.1.16,XBB,HF.1,FL.1.5.1,XBB.1.5.72,EG.5.1.8,CH.1.1,BA.2,XBB.1.42.2,XBB.1.5.59,XBB.1.5.10,XBB.1.16.1,FD.1.1,EU.1.1,EG.6.1,BA.5,XBB.2.3.8,XBB.1.5.68,GK.2,FE.1.1,BQ.1,FD.2,BA.2.12.1,XBB.1.5.1,BQ.1.1,BN.1,BA.2.75,BF.7,BA.2.75.2,BF.11,BA.5.2.6,BA.4.6,BA.4,BA.1.1,B.1.617.2,XFG.2.5.1,XFG.10.4,XBB.1.16.17,PQ.17.11,JN.1.13,BA.3.2
2023-07-24,AK,1501,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,144,0,6,0,0,0,0,168,165,15,5,21,0,95,224,77,9,0,17,0,18,8,8,7,7,70,5,6,27,18,0,5,0,15,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25,AK,1482,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,140,0,6,0,0,0,0,169,161,14,5,21,0,99,226,76,9,0,17,0,17,8,7,6,7,68,5,5,27,18,0,5,0,15,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-26,AK,1463,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,135,0,7,0,0,0,0,170,157,14,5,21,0,103,227,75,9,0,17,0,17,8,7,6,7,66,5,5,27,18,0,5,0,15,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27,AK,1444,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,131,0,7,0,0,0,0,171,154,13,5,20,0,107,228,75,8,0,17,0,17,8,6,6,7,64,5,5,27,18,0,5,0,16,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28,AK,1425,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,126,0,7,0,0,0,0,172,150,12,5,20,0,111,229,74,8,0,17,0,17,8,6,6,6,62,5,4,27,18,0,5,0,16,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29,AK,1405,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,122,0,7,0,0,0,0,172,147,12,5,19,0,115,230,73,8,0,17,0,16,8,5,6,6,60,5,4,27,17,0,5,0,16,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30,AK,1368,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,116,0,7,0,0,0,0,171,142,11,5,19,0,117,228,71,8,0,17,0,16,8,5,6,6,58,5,4,27,17,0,5,0,16,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31,AK,1330,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,110,0,7,0,0,0,0,169,136,10,5,18,0,118,226,70,8,0,16,0,15,8,4,5,6,55,5,4,26,17,0,5,0,16,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-01,AK,1293,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,104,0,6,0,0,0,0,167,131,9,5,18,0,120,224,68,7,0,16,0,15,8,4,5,5,52,5,3,26,17,0,5,0,16,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-02,AK,1255,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,99,0,6,0,0,0,0,166,126,9,5,17,0,121,221,66,7,0,16,0,14,8,3,5,5,50,5,3,25,16,0,5,0,16,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-03,AK,1218,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,93,0,6,0,0,0,0,163,121,8,5,16,0,123,218,64,7,0,16,0,14,8,3,5,5,47,4,3,25,16,0,5,0,16,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-04,AK,1180,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,88,0,6,0,0,0,0,161,116,7,4,16,0,123,215,63,7,0,15,0,14,8,3,5,5,45,4,2,24,16,0,4,0,15,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-05,AK,1142,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,74,0,5,0,0,0,6,142,99,6,4,14,0,111,189,54,6,52,14,0,12,7,2,4,4,38,4,2,21,14,64,4,0,14,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-06,AK,1235,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,79,0,6,0,0,0,7,156,108,7,5,16,0,117,205,59,6,57,15,0,13,7,4,4,4,41,4,2,23,15,67,4,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-07,AK,1327,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,84,0,7,0,0,0,7,170,117,8,5,18,0,123,220,64,7,61,16,0,13,8,7,4,5,45,4,3,24,16,70,5,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-08,AK,1420,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,89,0,7,0,0,0,8,185,127,9,6,21,0,129,235,69,8,65,18,0,14,9,10,5,5,48,5,3,26,18,73,5,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-09,AK,1512,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,94,0,8,0,0,0,9,200,136,10,7,24,0,134,250,74,8,70,19,0,15,9,13,5,6,52,5,4,27,19,75,6,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-10,AK,1605,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,98,0,8,0,0,0,10,215,145,11,8,27,0,139,265,79,9,74,21,0,16,10,17,5,6,55,5,4,28,21,77,6,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-11,AK,1697,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,103,0,9,0,0,0,11,230,155,12,9,30,0,144,280,84,10,78,22,0,17,11,21,5,6,58,6,5,29,22,78,6,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-12,AK,1789,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,107,0,9,0,0,0,12,246,165,13,10,33,0,148,295,89,11,83,24,0,18,11,25,5,7,62,6,5,30,23,79,7,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-13,AK,1773,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,105,0,10,0,0,0,12,247,165,14,10,35,0,143,292,88,11,82,24,0,17,11,28,5,7,62,6,6,30,23,76,7,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-14,AK,1757,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,103,0,10,0,0,0,13,249,165,14,11,36,0,137,289,88,11,81,24,0,17,11,31,5,7,61,6,6,29,23,72,7,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-15,AK,1741,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,101,0,10,0,0,0,13,250,164,15,11,37,0,132,286,88,11,80,24,0,17,11,34,5,7,61,6,6,28,23,68,7,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-16,AK,1725,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,99,0,10,0,0,0,13,251,164,15,12,39,0,128,283,87,11,80,24,0,17,11,37,5,7,61,6,6,27,23,65,7,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-17,AK,1709,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,96,0,10,0,0,0,14,252,164,15,12,40,0,123,281,87,11,79,24,0,16,11,39,5,7,61,6,7,27,23,61,7,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-18,AK,1693,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,94,0,10,0,0,0,14,252,164,16,12,41,0,118,278,87,11,78,24,0,16,11,42,4,7,60,6,7,26,23,57,7,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-19,AK,1677,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,92,0,10,0,0,0,14,253,163,16,13,43,0,113,275,86,11,78,24,0,16,11,45,4,7,60,6,7,25,23,54,7,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-20,AK,1736,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,94,0,10,0,0,0,15,266,170,17,14,46,0,113,284,90,12,80,26,0,16,12,50,4,8,62,6,8,26,24,53,8,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-21,AK,1795,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,96,0,11,0,0,0,16,278,178,19,15,49,0,113,293,93,13,83,27,0,17,12,55,4,8,65,6,8,26,25,51,8,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-22,AK,1854,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,98,0,11,0,0,0,17,291,185,20,16,53,0,113,303,97,13,86,28,0,17,13,60,4,8,67,6,9,27,26,50,8,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-23,AK,1913,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,100,0,12,0,0,0,18,304,192,21,17,56,0,112,312,101,14,89,29,0,18,13,65,4,9,70,6,10,27,28,48,9,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-24,AK,1973,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,101,0,12,0,0,0,19,317,200,22,18,60,0,111,321,104,15,91,30,0,18,14,71,5,9,72,7,10,27,29,46,9,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-25,AK,2032,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,103,0,13,0,0,0,20,331,207,24,19,64,0,110,331,108,15,94,32,0,18,14,77,5,9,75,7,11,28,30,44,9,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-26,AK,2091,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,104,0,13,0,0,0,21,345,215,25,20,68,0,109,340,112,16,97,33,0,19,15,83,5,10,77,7,12,28,31,41,10,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-27,AK,2016,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,99,0,13,0,0,0,21,336,209,25,20,67,0,100,328,108,16,93,32,0,18,14,84,4,10,75,7,12,26,30,36,10,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-28,AK,1942,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,94,0,13,0,0,0,21,328,203,25,20,67,0,92,315,105,15,90,32,0,17,14,84,4,9,72,7,11,25,29,31,9,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-29,AK,1868,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,89,0,12,0,0,0,21,319,196,24,20,66,0,84,303,101,15,87,31,0,17,14,85,4,9,70,6,11,23,28,27,9,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-30,AK,1794,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,84,0,12,0,0,0,20,310,190,24,20,65,0,77,290,98,15,83,30,0,16,13,85,3,9,68,6,11,22,27,22,9,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-31,AK,1720,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,79,0,12,0,0,0,20,301,184,24,20,64,0,70,278,94,14,80,29,0,15,13,85,3,9,65,6,11,20,27,18,9,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-01,AK,1645,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,75,0,11,0,0,0,19,291,177,23,19,63,0,63,266,91,14,76,28,0,14,12,84,3,8,63,6,11,19,26,14,8,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-02,AK,1571,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,38,66,0,10,0,3,18,18,266,161,21,18,59,13,54,240,82,13,69,26,0,13,11,79,3,8,57,5,10,17,23,10,8,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-03,AK,1588,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,43,66,0,12,0,3,18,18,274,161,22,18,63,14,54,238,83,13,72,26,0,13,11,78,3,8,57,5,10,17,24,10,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-04,AK,1604,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,48,65,0,13,0,4,18,18,282,161,21,17,67,14,53,235,82,13,74,26,0,13,12,76,3,8,58,5,10,17,24,10,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-05,AK,1621,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,54,64,0,14,0,5,18,18,290,160,21,17,71,15,53,233,82,13,77,26,0,12,12,75,3,8,58,5,10,18,25,10,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-06,AK,1638,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,59,63,0,16,0,5,18,18,298,160,21,17,75,16,52,230,82,13,79,26,0,12,12,73,3,8,58,5,9,18,25,10,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-07,AK,1654,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,64,61,0,17,0,6,18,18,306,159,21,17,80,17,52,227,82,13,82,25,0,12,12,72,3,8,59,5,9,18,26,10,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-08,AK,1671,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,69,60,0,19,0,7,17,18,314,159,21,16,84,18,51,224,82,13,84,25,0,12,12,70,3,8,59,5,9,19,26,10,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-09,AK,1688,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,75,59,0,20,0,8,17,18,322,158,21,16,89,19,51,220,81,13,87,25,0,12,13,69,3,8,60,5,9,19,26,10,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-10,AK,1688,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,80,57,0,21,0,8,17,18,328,156,21,15,92,20,50,215,80,13,89,25,0,11,13,67,3,8,59,5,8,19,27,10,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-11,AK,1689,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,85,56,0,23,0,9,17,18,333,154,21,15,96,20,49,210,79,13,91,25,0,11,13,64,3,8,59,5,8,19,27,10,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-12,AK,1690,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,90,54,0,24,0,10,16,18,338,152,20,14,99,21,48,204,78,13,93,24,0,11,13,62,3,8,59,5,8,19,27,10,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
