FIPStxt,State,CENSUS_2020_POP
22037,LA,"19,539"
22039,LA,"32,350"
22041,LA,"19,774"
22043,LA,"22,169"
22045,LA,"69,929"
22047,LA,"30,241"
22049,LA,"15,031"
22051,LA,"440,781"
22053,LA,"32,250"
22055,LA,"241,753"
22057,LA,"97,557"
22059,LA,"14,791"
22061,LA,"48,396"
22063,LA,"142,282"
22065,LA,"10,017"
22067,LA,"25,629"
22069,LA,"37,515"
22071,LA,"383,997"
22073,LA,"160,368"
22075,LA,"23,515"
22077,LA,"20,758"
22079,LA,"130,023"
22081,LA,"7,620"
22083,LA,"20,043"
22085,LA,"22,155"
22087,LA,"43,764"
22089,LA,"52,549"
22091,LA,"10,920"
22093,LA,"20,192"
22095,LA,"42,477"
22097,LA,"82,540"
22099,LA,"51,767"
22101,LA,"49,406"
22103,LA,"264,570"
22105,LA,"133,157"
22107,LA,"4,147"
22109,LA,"109,580"
22111,LA,"21,107"
22113,LA,"57,359"
22115,LA,"48,750"
22117,LA,"45,463"
22119,LA,"36,967"
22121,LA,"27,199"
22123,LA,"9,751"
22125,LA,"15,310"
22127,LA,"13,755"
23000,ME,"1,362,359"
23001,ME,"111,139"
23003,ME,"67,105"
23005,ME,"303,069"
23007,ME,"29,456"
23009,ME,"55,478"
23011,ME,"123,642"
23013,ME,"40,607"
23015,ME,"35,237"
23017,ME,"57,777"
23019,ME,"152,199"
23021,ME,"16,800"
23023,ME,"36,699"
23025,ME,"50,477"
23027,ME,"39,607"
23029,ME,"31,095"
23031,ME,"211,972"
24000,MD,"6,177,224"
24001,MD,"68,106"
24003,MD,"588,261"
24005,MD,"854,535"
24009,MD,"92,783"
24011,MD,"33,293"
24013,MD,"172,891"
24015,MD,"103,725"
24017,MD,"166,617"
24019,MD,"32,531"
24021,MD,"271,717"
24023,MD,"28,806"
24025,MD,"260,924"
24027,MD,"332,317"
24029,MD,"19,198"
24031,MD,"1,062,061"
24033,MD,"967,201"
24035,MD,"49,874"
24037,MD,"113,777"
24039,MD,"24,620"
24041,MD,"37,526"
24043,MD,"154,705"
24045,MD,"103,588"
24047,MD,"52,460"
24510,MD,"585,708"
25000,MA,"7,029,917"
25001,MA,"228,996"
25003,MA,"129,026"
25005,MA,"579,200"
25007,MA,"20,600"
25009,MA,"809,829"
25011,MA,"71,029"
25013,MA,"465,825"
25015,MA,"162,308"
25017,MA,"1,632,002"
25019,MA,"14,255"
25021,MA,"725,981"
25023,MA,"530,819"
25025,MA,"797,936"
25027,MA,"862,111"
26000,MI,"10,077,331"
26001,MI,"10,167"
26003,MI,"8,842"
26005,MI,"120,502"
26007,MI,"28,907"
26009,MI,"23,431"
26011,MI,"15,002"
26013,MI,"8,158"
26015,MI,"62,423"
26017,MI,"103,856"
26019,MI,"17,970"
26021,MI,"154,316"
26023,MI,"44,862"
26025,MI,"134,310"
26027,MI,"51,589"
26029,MI,"26,054"
26031,MI,"25,579"
26033,MI,"36,785"
26035,MI,"30,856"
26037,MI,"79,128"
26039,MI,"12,988"
26041,MI,"36,903"
26043,MI,"25,947"
26045,MI,"109,175"
26047,MI,"34,112"
26049,MI,"406,211"
26051,MI,"25,386"
26053,MI,"14,380"
26055,MI,"95,238"
26057,MI,"41,761"
26059,MI,"45,746"
26061,MI,"37,361"
26063,MI,"31,407"
26065,MI,"284,900"
26067,MI,"66,804"
26069,MI,"25,237"
26071,MI,"11,631"
26073,MI,"64,394"
26075,MI,"160,366"
26077,MI,"261,670"
26079,MI,"17,939"
26081,MI,"657,974"
26083,MI,"2,046"
26085,MI,"12,096"
26087,MI,"88,619"
26089,MI,"22,301"
26091,MI,"99,423"
26093,MI,"193,866"
26095,MI,"5,339"
26097,MI,"10,834"
26099,MI,"881,217"
26101,MI,"25,032"
26103,MI,"66,017"
26105,MI,"29,052"
26107,MI,"39,714"
26109,MI,"23,502"
26111,MI,"83,494"
26113,MI,"15,052"
26115,MI,"154,809"
26117,MI,"66,614"
26119,MI,"9,153"
26121,MI,"175,824"
26123,MI,"49,978"
26125,MI,"1,274,395"
26127,MI,"26,659"
26129,MI,"20,770"
26131,MI,"5,816"
26133,MI,"22,891"
26135,MI,"8,219"
26137,MI,"25,091"
26139,MI,"296,200"
26141,MI,"12,982"
26143,MI,"23,459"
26145,MI,"190,124"
26147,MI,"160,383"
26149,MI,"60,939"
26151,MI,"40,611"
26153,MI,"8,047"
26155,MI,"68,094"
26157,MI,"53,323"
26159,MI,"75,587"
26161,MI,"372,258"
26163,MI,"1,793,561"
26165,MI,"33,673"
27000,MN,"5,706,494"
27001,MN,"15,697"
27003,MN,"363,887"
27005,MN,"35,183"
27007,MN,"46,228"
27009,MN,"41,379"
27011,MN,"5,166"
27013,MN,"69,112"
27015,MN,"25,912"
27017,MN,"36,207"
27019,MN,"106,922"
27021,MN,"30,066"
27023,MN,"12,598"
27025,MN,"56,621"
27027,MN,"65,318"
27029,MN,"8,524"
27031,MN,"5,600"
27033,MN,"11,517"
27035,MN,"66,123"
27037,MN,"439,882"
27039,MN,"20,867"
27041,MN,"39,006"
27043,MN,"13,921"
27045,MN,"21,228"
27047,MN,"30,895"
27049,MN,"47,582"
27051,MN,"6,074"
27053,MN,"1,281,565"
27055,MN,"18,843"
27057,MN,"21,344"
27059,MN,"41,135"
27061,MN,"45,014"
27063,MN,"9,989"
27065,MN,"16,032"
27067,MN,"43,732"
27069,MN,"4,207"
27071,MN,"12,062"
27073,MN,"6,719"
27075,MN,"10,905"
27077,MN,"3,763"
27079,MN,"28,674"
27081,MN,"5,640"
27083,MN,"25,269"
27085,MN,"36,771"
27087,MN,"5,411"
27089,MN,"9,040"
27091,MN,"20,025"
27093,MN,"23,400"
27095,MN,"26,459"
27097,MN,"34,010"
27099,MN,"40,029"
27101,MN,"8,179"
27103,MN,"34,454"
27105,MN,"22,290"
27107,MN,"6,441"
27109,MN,"162,847"
27111,MN,"60,081"
27113,MN,"13,992"
27115,MN,"28,876"
27117,MN,"9,424"
27119,MN,"31,192"
27121,MN,"11,308"
27123,MN,"552,352"
27125,MN,"3,935"
27127,MN,"15,425"
27129,MN,"14,723"
27131,MN,"67,097"
27133,MN,"9,704"
27135,MN,"15,331"
27137,MN,"200,231"
27139,MN,"150,928"
27141,MN,"97,183"
27143,MN,"14,836"
27145,MN,"158,292"
27147,MN,"37,406"
27149,MN,"9,671"
27151,MN,"9,838"
27153,MN,"25,262"
27155,MN,"3,360"
27157,MN,"21,387"
27159,MN,"14,065"
27161,MN,"18,968"
27163,MN,"267,568"
27165,MN,"11,253"
27167,MN,"6,506"
27169,MN,"49,671"
27171,MN,"141,337"
27173,MN,"9,528"
28000,MS,"2,961,279"
28001,MS,"29,538"
28003,MS,"34,740"
28005,MS,"12,720"
28007,MS,"17,889"
28009,MS,"7,646"
28011,MS,"30,985"
28013,MS,"13,266"
28015,MS,"9,998"
28017,MS,"17,106"
28019,MS,"8,246"
28021,MS,"9,135"
28023,MS,"15,615"
28025,MS,"18,636"
28027,MS,"21,390"
28029,MS,"28,368"
28031,MS,"18,340"
28033,MS,"185,314"
28035,MS,"78,158"
28037,MS,"7,675"
28039,MS,"24,350"
28041,MS,"13,530"
28043,MS,"21,629"
28045,MS,"46,053"
28047,MS,"208,621"
28049,MS,"227,742"
28051,MS,"17,000"
28053,MS,"7,785"
28055,MS,"1,338"
28057,MS,"23,863"
28059,MS,"143,252"
28061,MS,"16,367"
28063,MS,"7,260"
28065,MS,"11,321"
28067,MS,"67,246"
28069,MS,"8,988"
28071,MS,"55,813"
28073,MS,"64,222"
28075,MS,"72,984"
28077,MS,"12,016"
28079,MS,"21,275"
28081,MS,"83,343"
28083,MS,"28,339"
28085,MS,"34,907"
28087,MS,"58,879"
28089,MS,"109,145"
28091,MS,"24,441"
28093,MS,"33,752"
28095,MS,"34,180"
28097,MS,"9,822"
28099,MS,"29,087"
28101,MS,"21,291"
28103,MS,"10,285"
28105,MS,"51,788"
28107,MS,"33,208"
28109,MS,"56,145"
28111,MS,"11,511"
28113,MS,"40,324"
28115,MS,"31,184"
28117,MS,"25,008"
28119,MS,"6,176"
28121,MS,"157,031"
28123,MS,"27,990"
28125,MS,"3,800"
28127,MS,"25,949"
28129,MS,"14,209"
28131,MS,"18,333"
28133,MS,"25,971"
28135,MS,"12,715"
28137,MS,"28,064"
28139,MS,"21,815"
28141,MS,"18,850"
28143,MS,"9,782"
28145,MS,"27,777"
28147,MS,"13,884"
28149,MS,"44,722"
28151,MS,"44,922"
28153,MS,"19,779"
28155,MS,"9,926"
28157,MS,"8,587"
28159,MS,"17,714"
28161,MS,"12,481"
28163,MS,"26,743"
29000,MO,"6,154,913"
29001,MO,"25,314"
29003,MO,"18,135"
29005,MO,"5,305"
29007,MO,"24,962"
29009,MO,"34,534"
29011,MO,"11,637"
29013,MO,"16,042"
29015,MO,"19,394"
29017,MO,"10,567"
29019,MO,"183,610"
29021,MO,"84,793"
29023,MO,"42,130"
29025,MO,"8,815"
29027,MO,"44,283"
29029,MO,"42,745"
29031,MO,"81,710"
29033,MO,"8,495"
29035,MO,"5,202"
29037,MO,"107,824"
29039,MO,"14,188"
29041,MO,"7,408"
29043,MO,"88,842"
29045,MO,"6,634"
29047,MO,"253,335"
29049,MO,"21,184"
29051,MO,"77,279"
29053,MO,"17,103"
29055,MO,"23,056"
29057,MO,"7,569"
29059,MO,"17,071"
29061,MO,"8,430"
29063,MO,"11,029"
29065,MO,"14,421"
29067,MO,"11,578"
29069,MO,"28,283"
29071,MO,"104,682"
29073,MO,"14,794"
29075,MO,"6,162"
29077,MO,"298,915"
29079,MO,"9,808"
29081,MO,"8,157"
29083,MO,"21,946"
29085,MO,"8,279"
29087,MO,"4,223"
29089,MO,"10,151"
29091,MO,"39,750"
29093,MO,"9,537"
29095,MO,"717,204"
29097,MO,"122,761"
29099,MO,"226,739"
29101,MO,"54,013"
29103,MO,"3,744"
29105,MO,"36,039"
29107,MO,"32,984"
29109,MO,"38,001"
29111,MO,"10,032"
29113,MO,"59,574"
29115,MO,"11,874"
29117,MO,"14,557"
29119,MO,"23,303"
29121,MO,"15,209"
29123,MO,"12,626"
29125,MO,"8,432"
29127,MO,"28,525"
29129,MO,"3,538"
29131,MO,"24,722"
29133,MO,"12,577"
29135,MO,"15,473"
29137,MO,"8,666"
29139,MO,"11,322"
29141,MO,"21,006"
29143,MO,"16,434"
29145,MO,"58,648"
29147,MO,"21,241"
29149,MO,"8,635"
29151,MO,"13,274"
29153,MO,"8,553"
29155,MO,"15,661"
29157,MO,"18,956"
29159,MO,"42,980"
29161,MO,"44,638"
29163,MO,"17,587"
29165,MO,"106,718"
29167,MO,"31,519"
29169,MO,"53,955"
29171,MO,"4,681"
29173,MO,"10,355"
29175,MO,"24,716"
29177,MO,"23,158"
29179,MO,"6,096"
29181,MO,"10,679"
29183,MO,"405,262"
29185,MO,"9,284"
29186,MO,"18,479"
29187,MO,"66,922"
29189,MO,"1,004,125"
29195,MO,"23,333"
29197,MO,"4,032"
29199,MO,"4,716"
29201,MO,"38,059"
29203,MO,"7,031"
29205,MO,"6,103"
29207,MO,"28,672"
29209,MO,"31,076"
29211,MO,"5,999"
29213,MO,"56,066"
29215,MO,"24,487"
29217,MO,"19,707"
29219,MO,"35,532"
29221,MO,"23,514"
29223,MO,"10,974"
29225,MO,"39,085"
29227,MO,"1,973"
29229,MO,"18,188"
29510,MO,"301,578"
30000,MT,"1,084,225"
30001,MT,"9,371"
30003,MT,"13,124"
30005,MT,"7,044"
30007,MT,"6,774"
30009,MT,"10,473"
30011,MT,"1,415"
30013,MT,"84,414"
30015,MT,"5,895"
30017,MT,"11,867"
30019,MT,"1,661"
30021,MT,"8,940"
30023,MT,"9,421"
30025,MT,"3,049"
30027,MT,"11,446"
30029,MT,"104,357"
30031,MT,"118,960"
30033,MT,"1,173"
30035,MT,"13,778"
30037,MT,823
30039,MT,"3,309"
30041,MT,"16,309"
30043,MT,"12,085"
30045,MT,"2,023"
30047,MT,"31,134"
30049,MT,"70,973"
30051,MT,"1,959"
30053,MT,"19,677"
30055,MT,"1,729"
30057,MT,"8,623"
30059,MT,"1,927"
30061,MT,"4,535"
30063,MT,"117,922"
30065,MT,"4,730"
30067,MT,"17,191"
30069,MT,496
30071,MT,"4,217"
30073,MT,"5,898"
30075,MT,"1,694"
30077,MT,"6,946"
30079,MT,"1,088"
30081,MT,"44,174"
30083,MT,"11,491"
30085,MT,"10,794"
30087,MT,"8,329"
30089,MT,"12,400"
30091,MT,"3,539"
30093,MT,"35,133"
30095,MT,"8,963"
30097,MT,"3,678"
30099,MT,"6,226"
30101,MT,"4,971"
30103,MT,762
30105,MT,"7,578"
30107,MT,"2,069"
30109,MT,937
30111,MT,"164,731"
31000,NE,"1,961,504"
31001,NE,"31,205"
31003,NE,"6,295"
31005,NE,434
31007,NE,674
31009,NE,431
31011,NE,"5,379"
31013,NE,"10,842"
31015,NE,"1,810"
31017,NE,"2,903"
31019,NE,"50,084"
31021,NE,"6,722"
31023,NE,"8,369"
31025,NE,"26,598"
31027,NE,"8,380"
31029,NE,"3,893"
31031,NE,"5,455"
31033,NE,"9,468"
31035,NE,"6,104"
31037,NE,"10,582"
31039,NE,"9,013"
31041,NE,"10,545"
31043,NE,"21,582"
31045,NE,"8,199"
31047,NE,"24,111"
31049,NE,"1,838"
31051,NE,"5,606"
31053,NE,"37,167"
31055,NE,"584,526"
31057,NE,"1,654"
31059,NE,"5,551"
31061,NE,"2,889"
31063,NE,"2,519"
31065,NE,"4,636"
31067,NE,"21,704"
31069,NE,"1,874"
31071,NE,"1,813"
31073,NE,"1,893"
31075,NE,611
31077,NE,"2,188"
31079,NE,"62,895"
31081,NE,"9,429"
31083,NE,"3,073"
31085,NE,856
31087,NE,"2,616"
31089,NE,"10,127"
31091,NE,711
31093,NE,"6,475"
31095,NE,"7,240"
31097,NE,"5,290"
31099,NE,"6,688"
31101,NE,"8,335"
31103,NE,769
31105,NE,"3,434"
31107,NE,"8,391"
31109,NE,"322,608"
31111,NE,"34,676"
31113,NE,716
31115,NE,607
31117,NE,399
31119,NE,"35,585"
31121,NE,"7,668"
31123,NE,"4,555"
31125,NE,"3,380"
31127,NE,"7,074"
31129,NE,"4,095"
31131,NE,"15,912"
31133,NE,"2,544"
31135,NE,"2,858"
31137,NE,"8,968"
31139,NE,"7,317"
31141,NE,"34,296"
31143,NE,"5,214"
31145,NE,"10,702"
31147,NE,"7,871"
31149,NE,"1,262"
31151,NE,"14,292"
31153,NE,"190,604"
31155,NE,"22,278"
31157,NE,"36,084"
31159,NE,"17,609"
31161,NE,"5,127"
31163,NE,"2,959"
31165,NE,"1,135"
31167,NE,"5,842"
31169,NE,"5,034"
31171,NE,669
31173,NE,"6,773"
31175,NE,"4,059"
31177,NE,"20,865"
31179,NE,"9,697"
31181,NE,"3,395"
31183,NE,774
31185,NE,"14,125"
32000,NV,"3,104,614"
32001,NV,"25,516"
32003,NV,"2,265,461"
32005,NV,"49,488"
32007,NV,"53,702"
32009,NV,729
32011,NV,"1,855"
32013,NV,"17,285"
32015,NV,"5,734"
32017,NV,"4,499"
32019,NV,"59,235"
32021,NV,"4,554"
32023,NV,"51,591"
32027,NV,"6,650"
32029,NV,"4,104"
32031,NV,"486,492"
32033,NV,"9,080"
32510,NV,"58,639"
33000,NH,"1,377,529"
33001,NH,"63,705"
33003,NH,"50,107"
33005,NH,"76,458"
33007,NH,"31,268"
33009,NH,"91,118"
33011,NH,"422,937"
33013,NH,"153,808"
33015,NH,"314,176"
33017,NH,"130,889"
33019,NH,"43,063"
34000,NJ,"9,288,994"
34001,NJ,"274,534"
34003,NJ,"955,732"
34005,NJ,"461,860"
34007,NJ,"523,485"
34009,NJ,"95,263"
34011,NJ,"154,152"
34013,NJ,"863,728"
34015,NJ,"302,294"
34017,NJ,"724,854"
34019,NJ,"128,947"
34021,NJ,"387,340"
34023,NJ,"863,162"
34025,NJ,"643,615"
34027,NJ,"509,285"
34029,NJ,"637,229"
34031,NJ,"524,118"
34033,NJ,"64,837"
34035,NJ,"345,361"
34037,NJ,"144,221"
34039,NJ,"575,345"
34041,NJ,"109,632"
35000,NM,"2,117,522"
35001,NM,"676,444"
35003,NM,"3,579"
35005,NM,"65,157"
35006,NM,"27,172"
35007,NM,"12,387"
35009,NM,"48,430"
35011,NM,"1,698"
35013,NM,"219,561"
35015,NM,"62,314"
35017,NM,"28,185"
35019,NM,"4,452"
35021,NM,657
35023,NM,"4,178"
35025,NM,"74,455"
35027,NM,"20,269"
35028,NM,"19,419"
35029,NM,"25,427"
35031,NM,"72,902"
35033,NM,"4,189"
35035,NM,"67,839"
35037,NM,"8,746"
35039,NM,"40,363"
35041,NM,"19,191"
35043,NM,"148,834"
35045,NM,"121,661"
35047,NM,"27,201"
35049,NM,"154,823"
35051,NM,"11,576"
35053,NM,"16,595"
35055,NM,"34,489"
35057,NM,"15,045"
35059,NM,"4,079"
35061,NM,"76,205"
36000,NY,"20,201,249"
36001,NY,"314,848"
36003,NY,"46,456"
36005,NY,"1,472,654"
36007,NY,"198,683"
36009,NY,"77,042"
36011,NY,"76,248"
36013,NY,"127,657"
36015,NY,"84,148"
36017,NY,"47,220"
36019,NY,"79,843"
36021,NY,"61,570"
36023,NY,"46,809"
36025,NY,"44,308"
36027,NY,"295,911"
36029,NY,"954,236"
36031,NY,"37,381"
36033,NY,"47,555"
36035,NY,"53,324"
36037,NY,"58,388"
36039,NY,"47,931"
36041,NY,"5,107"
36043,NY,"60,139"
36045,NY,"116,721"
36047,NY,"2,736,074"
36049,NY,"26,582"
36051,NY,"61,834"
36053,NY,"68,016"
36055,NY,"759,443"
36057,NY,"49,532"
36059,NY,"1,395,774"
36061,NY,"1,694,251"
36063,NY,"212,666"
36065,NY,"232,125"
36067,NY,"476,516"
36069,NY,"112,458"
36071,NY,"401,310"
36073,NY,"40,343"
36075,NY,"117,525"
36077,NY,"58,524"
36079,NY,"97,668"
36081,NY,"2,405,464"
36083,NY,"161,130"
36085,NY,"495,747"
36087,NY,"338,329"
36089,NY,"108,505"
36091,NY,"235,509"
36093,NY,"158,061"
36095,NY,"29,714"
36097,NY,"17,898"
36099,NY,"33,814"
36101,NY,"93,584"
36103,NY,"1,525,920"
36105,NY,"78,624"
36107,NY,"48,455"
36109,NY,"105,740"
36111,NY,"181,851"
36113,NY,"65,737"
36115,NY,"61,302"
36117,NY,"91,283"
36119,NY,"1,004,457"
36121,NY,"40,531"
36123,NY,"24,774"
37000,NC,"10,439,388"
37001,NC,"171,415"
37003,NC,"36,444"
37005,NC,"10,888"
37007,NC,"22,055"
37009,NC,"26,577"
37011,NC,"17,806"
37013,NC,"44,652"
37015,NC,"17,934"
37017,NC,"29,606"
37019,NC,"136,693"
37021,NC,"269,452"
37023,NC,"87,570"
37025,NC,"225,804"
37027,NC,"80,652"
37029,NC,"10,355"
37031,NC,"67,686"
37033,NC,"22,736"
37035,NC,"160,610"
37037,NC,"76,285"
37039,NC,"28,774"
37041,NC,"13,708"
37043,NC,"11,089"
37045,NC,"99,519"
37047,NC,"50,623"
37049,NC,"100,720"
37051,NC,"334,728"
37053,NC,"28,100"
37055,NC,"36,915"
37057,NC,"168,930"
37059,NC,"42,712"
37061,NC,"48,715"
37063,NC,"324,833"
37065,NC,"48,900"
37067,NC,"382,590"
37069,NC,"68,573"
37071,NC,"227,943"
37073,NC,"10,478"
37075,NC,"8,030"
37077,NC,"60,992"
37079,NC,"20,451"
37081,NC,"541,299"
37083,NC,"48,622"
37085,NC,"133,568"
37087,NC,"62,089"
37089,NC,"116,281"
37091,NC,"21,552"
37093,NC,"52,082"
37095,NC,"4,589"
37097,NC,"186,693"
37099,NC,"43,109"
37101,NC,"215,999"
37103,NC,"9,172"
37105,NC,"63,285"
37107,NC,"55,122"
37109,NC,"86,810"
37111,NC,"44,578"
37113,NC,"37,014"
37115,NC,"21,193"
37117,NC,"22,031"
37119,NC,"1,115,482"
37121,NC,"14,903"
37123,NC,"25,751"
37125,NC,"99,727"
37127,NC,"94,970"
37129,NC,"225,702"
37131,NC,"17,471"
37133,NC,"204,576"
37135,NC,"148,696"
37137,NC,"12,276"
37139,NC,"40,568"
37141,NC,"60,203"
37143,NC,"13,005"
37145,NC,"39,097"
37147,NC,"170,243"
37149,NC,"19,328"
37151,NC,"144,171"
37153,NC,"42,946"
37155,NC,"116,530"
37157,NC,"91,096"
37159,NC,"146,875"
37161,NC,"64,444"
37163,NC,"59,036"
37165,NC,"34,174"
37167,NC,"62,504"
37169,NC,"44,520"
37171,NC,"71,359"
37173,NC,"14,117"
37175,NC,"32,986"
37177,NC,"3,245"
37179,NC,"238,267"
37181,NC,"42,578"
37183,NC,"1,129,410"
37185,NC,"18,642"
37187,NC,"11,003"
37189,NC,"54,086"
37191,NC,"117,333"
37193,NC,"65,969"
37195,NC,"78,784"
37197,NC,"37,214"
37199,NC,"18,470"
38000,ND,"779,094"
38001,ND,"2,200"
38003,ND,"10,853"
38005,ND,"5,964"
38007,ND,945
38009,ND,"6,379"
38011,ND,"2,993"
38013,ND,"2,201"
38015,ND,"98,458"
38017,ND,"184,525"
38019,ND,"3,704"
38021,ND,"4,999"
38023,ND,"2,195"
38025,ND,"4,095"
38027,ND,"2,347"
38029,ND,"3,301"
38031,ND,"3,397"
38033,ND,"1,736"
38035,ND,"73,170"
38037,ND,"2,301"
38039,ND,"2,306"
38041,ND,"2,489"
38043,ND,"2,394"
38045,ND,"4,093"
38047,ND,"1,876"
38049,ND,"5,345"
38051,ND,"2,530"
38053,ND,"14,704"
38055,ND,"9,771"
38057,ND,"8,350"
38059,ND,"33,291"
38061,ND,"9,809"
38063,ND,"3,015"
38065,ND,"1,877"
38067,ND,"6,844"
38069,ND,"3,990"
38071,ND,"11,605"
38073,ND,"5,703"
38075,ND,"2,282"
38077,ND,"16,529"
38079,ND,"12,187"
38081,ND,"3,862"
38083,ND,"1,265"
38085,ND,"3,898"
38087,ND,706
38089,ND,"33,646"
38091,ND,"1,798"
38093,ND,"21,593"
38095,ND,"2,162"
38097,ND,"7,997"
38099,ND,"10,563"
38101,ND,"69,919"
38103,ND,"3,982"
38105,ND,"40,950"
39000,OH,"11,799,448"
39001,OH,"27,477"
39003,OH,"102,206"
39005,OH,"52,447"
39007,OH,"97,574"
39009,OH,"62,431"
39011,OH,"46,422"
39013,OH,"66,497"
39015,OH,"43,676"
39017,OH,"390,357"
39019,OH,"26,721"
39021,OH,"38,714"
39023,OH,"136,001"
39025,OH,"208,601"
39027,OH,"42,018"
39029,OH,"101,877"
39031,OH,"36,612"
39033,OH,"42,025"
39035,OH,"1,264,817"
39037,OH,"51,881"
39039,OH,"38,286"
39041,OH,"214,124"
39043,OH,"75,622"
39045,OH,"158,921"
39047,OH,"28,951"
39049,OH,"1,323,807"
39051,OH,"42,713"
39053,OH,"29,220"
39055,OH,"95,397"
39057,OH,"167,966"
39059,OH,"38,438"
39061,OH,"830,639"
39063,OH,"74,920"
39065,OH,"30,696"
39067,OH,"14,483"
39069,OH,"27,662"
39071,OH,"43,317"
39073,OH,"28,050"
39075,OH,"44,223"
39077,OH,"58,565"
39079,OH,"32,653"
39081,OH,"65,249"
39083,OH,"62,721"
39085,OH,"232,603"
39087,OH,"58,240"
39089,OH,"178,519"
39091,OH,"46,150"
39093,OH,"312,964"
39095,OH,"431,279"
39097,OH,"43,824"
39099,OH,"228,614"
39101,OH,"65,359"
39103,OH,"182,470"
39105,OH,"22,210"
39107,OH,"42,528"
39109,OH,"108,774"
39111,OH,"13,385"
39113,OH,"537,309"
39115,OH,"13,802"
39117,OH,"34,950"
39119,OH,"86,410"
39121,OH,"14,115"
39123,OH,"40,364"
39125,OH,"18,806"
39127,OH,"35,408"
39129,OH,"58,539"
39131,OH,"27,088"
39133,OH,"161,791"
39135,OH,"40,999"
39137,OH,"34,451"
39139,OH,"124,936"
39141,OH,"77,093"
39143,OH,"58,896"
39145,OH,"74,008"
39147,OH,"55,069"
39149,OH,"48,230"
39151,OH,"374,853"
39153,OH,"540,428"
39155,OH,"201,977"
39157,OH,"93,263"
39159,OH,"62,784"
39161,OH,"28,931"
39163,OH,"12,800"
39165,OH,"242,337"
39167,OH,"59,771"
39169,OH,"116,894"
39171,OH,"37,102"
39173,OH,"132,248"
39175,OH,"21,900"
40000,OK,"3,959,353"
40001,OK,"19,495"
40003,OK,"5,699"
40005,OK,"14,143"
40007,OK,"5,049"
40009,OK,"22,410"
40011,OK,"8,735"
40013,OK,"46,067"
40015,OK,"26,945"
40017,OK,"154,405"
40019,OK,"48,003"
40021,OK,"47,078"
40023,OK,"14,204"
40025,OK,"2,296"
40027,OK,"295,528"
40029,OK,"5,266"
40031,OK,"121,125"
40033,OK,"5,527"
40035,OK,"14,107"
40037,OK,"71,754"
40039,OK,"28,513"
40041,OK,"40,397"
40043,OK,"4,484"
40045,OK,"3,749"
40047,OK,"62,846"
40049,OK,"25,656"
40051,OK,"54,795"
40053,OK,"4,169"
40055,OK,"5,491"
40057,OK,"2,488"
40059,OK,"3,272"
40061,OK,"11,561"
40063,OK,"13,367"
40065,OK,"24,785"
40067,OK,"5,337"
40069,OK,"10,272"
40071,OK,"43,700"
40073,OK,"15,184"
40075,OK,"8,509"
40077,OK,"9,444"
40079,OK,"48,129"
40081,OK,"33,458"
40083,OK,"49,555"
40085,OK,"10,146"
40087,OK,"41,662"
40089,OK,"30,814"
40091,OK,"18,941"
40093,OK,"7,782"
40095,OK,"15,312"
40097,OK,"39,046"
40099,OK,"13,904"
40101,OK,"66,339"
40103,OK,"10,924"
40105,OK,"9,320"
40107,OK,"11,310"
40109,OK,"796,292"
40111,OK,"36,706"
40113,OK,"45,818"
40115,OK,"30,285"
40117,OK,"15,553"
40119,OK,"81,646"
40121,OK,"43,773"
40123,OK,"38,065"
40125,OK,"72,454"
40127,OK,"10,812"
40129,OK,"3,442"
40131,OK,"95,240"
40133,OK,"23,556"
40135,OK,"39,281"
40137,OK,"42,848"
40139,OK,"21,384"
40141,OK,"6,968"
40143,OK,"669,279"
40145,OK,"80,981"
40147,OK,"52,455"
40149,OK,"10,924"
40151,OK,"8,624"
40153,OK,"20,470"
41000,OR,"4,237,256"
41001,OR,"16,668"
41003,OR,"95,184"
41005,OR,"421,401"
41007,OR,"41,072"
41009,OR,"52,589"
41011,OR,"64,929"
41013,OR,"24,738"
41015,OR,"23,446"
41017,OR,"198,253"
41019,OR,"111,201"
41021,OR,"1,995"
41023,OR,"7,233"
41025,OR,"7,495"
41027,OR,"23,977"
41029,OR,"223,259"
41031,OR,"24,502"
41033,OR,"88,090"
41035,OR,"69,413"
41037,OR,"8,160"
41039,OR,"382,971"
41041,OR,"50,395"
41043,OR,"128,610"
41045,OR,"31,571"
41047,OR,"345,920"
41049,OR,"12,186"
41051,OR,"815,428"
41053,OR,"87,433"
41055,OR,"1,870"
41057,OR,"27,390"
41059,OR,"80,075"
41061,OR,"26,196"
41063,OR,"7,391"
41065,OR,"26,670"
41067,OR,"600,372"
41069,OR,"1,451"
41071,OR,"107,722"
42000,PA,"13,002,700"
42001,PA,"103,852"
42003,PA,"1,250,578"
42005,PA,"65,558"
42007,PA,"168,215"
42009,PA,"47,577"
42011,PA,"428,849"
42013,PA,"122,822"
42015,PA,"59,967"
42017,PA,"646,538"
42019,PA,"193,763"
42021,PA,"133,472"
42023,PA,"4,547"
42025,PA,"64,749"
42027,PA,"158,172"
42029,PA,"534,413"
42031,PA,"37,241"
42033,PA,"80,562"
42035,PA,"37,450"
42037,PA,"64,727"
42039,PA,"83,938"
42041,PA,"259,469"
42043,PA,"286,401"
42045,PA,"576,830"
42047,PA,"30,990"
42049,PA,"270,876"
42051,PA,"128,804"
42053,PA,"6,973"
42055,PA,"155,932"
42057,PA,"14,556"
42059,PA,"35,954"
